Site ID,Season,Mussel Species,Plant Species,Sample ID,Material_Ag,Material,Treatment,Flag,CNS Run,CNS Tray,Weight (mg),N2 Area,δ15N At. Air,%N,CO2 Area,δ13C VPDB,%C,SO2 Area,δ34S VCDT,%S,HO Run,HO Tray,weight (mg),H2 Amp,%H,δ2H vs. VSMOW,CO Amp,%O,δ18O vs. VSMOW,Notes
EELR,Summer,Fatmucket,,ER-FM-03-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.3243,9.8053,,-31.5486,44.2061,,-9.33,0.52,,,,,6.37,-105.86,3791,35.09,17.2,
EELR,Summer,Fatmucket,,ER-FM-01-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.3673,8.0576,,-31.243,37.9271,,-8.82,0.7,,,,,4.9,-96.07,3633,30.33,19.07,
EELR,Summer,Fatmucket,,ER-FM-02-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.9516,5.3686,,-32.0216,32.8202,,-8.43,0.51,,,,,4.42,-105.16,3223,27.02,18.93,
EELR,Summer,Fatmucket,,ER-FM-05-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.5897,9.4427,,-31.2832,39.7666,,-8.28,0.6,,,,,5.23,-105.14,3170,29.11,17.1,
EELR,Summer,Fatmucket,,ER-FM-03,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.429,1074,5.2202,-99.629,7567,28.7154,9.6938,
EELR,Summer,Fatmucket,,ER-FM-04,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.393,944,5.0709,-109.8612,6626,27.5472,11.5858,
EELR,Summer,Fatmucket,,ER-FM-07,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.484,1185,5.0776,-104.8063,7940,26.915,8.4534,
EELR,Summer,Fatmucket,,ER-FM-09,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.354,767,4.5483,-76.6207,5748,26.4481,9.4908,
EELR,Summer,Fatmucket,,ER-FM-10,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.405,1209,6.1824,-113.7722,6624,26.4894,11.1234,
EELR,Fall,Fatmucket,,ERFM-03,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.927,0.0163,12.4588,8.6472,0.2544,-30.3503,35.2715,0.0081,-2.1607,1.3474,,,,,5.22,-99.63,0.254,28.72,9.69,
EELR,Fall,Fatmucket,,ERFM-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.977,0.0098,13.3205,4.9285,0.1845,-30.1593,24.276,0.0077,1.5582,1.2043,,,,,5.07,-109.86,0.185,27.55,11.59,
EELR,Fall,Fatmucket,,ERFM-07,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.922,0.0145,12.2338,7.7193,0.2413,-30.5896,33.6422,0.0083,-2.3234,1.3775,,,,,5.08,-104.81,0.241,26.91,8.45,
EELR,Fall,Fatmucket,,ERFM-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.045,0.0125,12.2035,5.8687,0.2478,-30.5046,30.4836,0.0085,-2.1164,1.2497,,,,,4.55,-76.62,0.248,26.45,9.49,
EELR,Fall,Fatmucket,,ERFM-10,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.041,0.0133,12.5511,6.2703,0.2299,-29.6217,28.3909,0.008,-3.57,1.1861,,,,,6.18,-113.77,0.23,26.49,11.12,
EELR,Summer,Plain Pocketbook,,ER-PP-09-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.4036,6.567,,-30.6332,32.8788,,,,,,,,5.16,-107.73,3396,32.32,17.09,
EELR,Summer,Plain Pocketbook,,ER-PP-07-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.3213,9.8772,,-31.3899,42.2379,,,,,,,,6.29,-113.42,3060,32.79,14.51,
EELR,Summer,Plain Pocketbook,,ER-PP-01-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.7736,9.1336,,-30.9626,38.3615,,,,,,,,6.25,-109.74,3215,32.08,12.74,
EELR,Summer,Plain Pocketbook,,ER-PP-08-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.9544,4.4813,,-31.6497,26.171,,,,,,,,5.19,-103.94,3012,29.1,11.94,
EELR,Summer,Plain Pocketbook,,ER-PP-03-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.6893,10.1895,,-31.289,41.0243,,,,,,,,6.35,-110.24,3152,32.97,13.49,
EELR,Summer,Plain Pocketbook,,ER-PP-02-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.7405,11.4362,,-31.0625,42.666,,,,,,,,5.88,-111.8,3340,31.74,14.76,
EELR,Summer,Plain Pocketbook,,ER-PP-06-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.9343,9.2266,,-30.8091,36.8715,,-10,0.85,,,,,5.17,-110.3,3918,28.12,11.44,
EELR,Summer,Plain Pocketbook,,ER-PP-04-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.799,9.8293,,-30.8238,36.442,,-9.84,0.71,,,,,4.76,-100.62,3320,27.36,10.27,
EELR,Summer,Plain Pocketbook,,ER-PP-05-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.5376,9.1356,,-31.384,38.3092,,-10.79,0.89,,,,,5.72,-110.05,3862,32.11,13.32,
EELR,Summer,Plain Pocketbook,,ER-PP-02,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.381,780,4.3311,-98.6606,6420,27.8279,9.9134,
EELR,Summer,Plain Pocketbook,,ER-PP-05,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.396,670,3.579,-58.4586,5890,24.5038,9.6726,
EELR,Summer,Plain Pocketbook,,ER-PP-06,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.429,880,4.3232,-99.3211,7054,27.5013,14.708,
EELR,Summer,Plain Pocketbook,,ER-PP-08,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.504,1361,5.6044,-117.0083,8801,28.9221,10.1414,
EELR,Summer,Plain Pocketbook,,ER-PP-09,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.456,1124,5.1373,-107.8813,7704,27.7153,11.0597,
EELR,Fall,Plain Pocketbook,,ERPP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.102,0.0104,12.478,4.6233,0.1852,-29.6751,21.6055,0.0081,-1.7188,1.1233,,,,,4.33,-98.66,0.185,27.83,9.91,
EELR,Fall,Plain Pocketbook,,ERPP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.16,0.019,12.124,8.0718,0.3204,-29.6376,35.5031,0.0105,-2.2556,1.3922,,,,,,,0.32,,,
EELR,Fall,Plain Pocketbook,,ERPP-05,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.195,0.013,13.1332,5.3519,0.2308,-29.634,24.8275,0.0092,-0.9198,1.1879,,,,,3.58,-58.46,0.231,24.5,9.67,
EELR,Fall,Plain Pocketbook,,ERPP-06,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.98,0.0141,12.154,7.0894,0.243,-28.9861,31.8743,0.0091,-1.3354,1.4305,,,,,4.32,-99.32,0.243,27.5,14.71,
EELR,Fall,Plain Pocketbook,,ERPP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.14,0.0088,12.6244,3.8019,0.1789,-29.0214,20.173,0.0076,-0.4256,1.0269,,,,,5.6,-117.01,0.179,28.92,10.14,
EELR,Summer,Wabash Pigtoe,,ER-PP-10-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.8026,10.5531,,-31.0625,39.9617,,,,,,,,6.39,-111.95,3037,33.41,13.25,
EELR,Summer,Wabash Pigtoe,,ER-WP-10-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.8046,10.5717,,-30.7724,43.0785,,,,,,,,5.94,-108.91,3441,32.18,14.06,
EELR,Summer,Wabash Pigtoe,,ER-WP-09-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.3603,7.7989,,-31.2626,36.1479,,-10,0.77,,,,,4.69,-112.11,3335,27.27,16.22,
EELR,Summer,Wabash Pigtoe,,ER-WP-07-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.8875,7.2559,,-31.8463,40.8725,,-10.13,0.98,,,,,6.98,-105.9,5036,39.03,14.08,
EELR,Summer,Wabash Pigtoe,,ER-WP-02-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.3233,11.4454,,-30.8209,44.6221,,-9.09,0.85,,,,,6.17,-107.08,3166,29.22,18.07,
EELR,Summer,Wabash Pigtoe,,ER-WP-06-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.4955,9.1833,,-30.5016,36.9854,,-9.59,0.94,,,,,4.88,-108.3,2808,26.54,14.2,
EELR,Summer,Wabash Pigtoe,,ER-WP-01-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.9446,6.165,,-30.9874,29.933,,-9.28,0.75,,,,,4.36,-110.56,3103,26.89,14.43,
EELR,Summer,Wabash Pigtoe,,ER-WP-04-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.9957,6.8716,,-31.6661,33.6373,,-9.75,1.12,,,,,5.19,-107.5,3061,29.81,15.74,
EELR,Summer,Wabash Pigtoe,,ER-WP-08-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.4027,7.5559,,-31.5564,39.3239,,-10.16,0.59,,,,,5.57,-110.61,3701,32.21,20.75,
EELR,Summer,Wabash Pigtoe,,ER-WP-05-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.757,9.6627,,-30.0442,40.3085,,-9.85,0.8,,,,,4.32,-98.93,2724,27.61,17.95,
EELR,Summer,Wabash Pigtoe,,ER-WP-03-SP,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,10.4298,8.2756,,-31.4134,39.0729,,-9.99,0.62,,,,,3.48,-105.98,2553,22.88,12.6,
EELR,Summer,Wabash Pigtoe,,ER-WP-02,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.371,1026,5.7731,-104.7761,6583,29.3362,13.2212,
EELR,Summer,Wabash Pigtoe,,ER-WP-03,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.357,823,4.8298,-89.4458,5501,25.2574,8.7653,
EELR,Summer,Wabash Pigtoe,,ER-WP-04,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.458,1097,4.991,-102.9573,7463,26.6488,10.5659,
EELR,Summer,Wabash Pigtoe,,ER-WP-05,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.439,1303,6.1594,-126.016,7615,28.3282,10.7782,
EELR,Summer,Wabash Pigtoe,,ER-WP-06,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.419,1267,6.2845,-103.9688,7479,28.9083,12.5087,
EELR,Fall,Wabash Pigtoe,,ERWP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.936,0.0066,13.5541,3.4576,0.1378,-30.201,18.9196,0.0079,2.1921,1.304,,,,,5.77,-104.78,0.138,29.34,13.22,
EELR,Fall,Wabash Pigtoe,,ERWP-03,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,0.983,0.0178,13.3369,8.9215,0.3271,-30.1891,42.7674,0.0105,-1.4081,1.6409,,,,,4.83,-89.45,0.327,25.26,8.77,
EELR,Fall,Wabash Pigtoe,,ERWP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.138,0.0084,13.6202,3.6372,0.1626,-29.6739,18.3625,0.0084,1.7395,1.1333,,,,,4.99,-102.96,0.163,26.65,10.57,
EELR,Fall,Wabash Pigtoe,,ERWP-05,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.086,0.0177,13.0678,8.0277,0.3183,-30.4118,37.6771,0.0101,-0.4064,1.4335,,,,,6.16,-126.02,0.318,28.33,10.78,
EELR,Fall,Wabash Pigtoe,,ERWP-06,Mussel Tissue,Mussel Tissue,none,,,Tray 1a,1.07,0.0129,14.6243,5.9094,0.2955,-30.9844,35.5013,0.008,-0.9116,1.1486,,,,,6.28,-103.97,0.296,28.91,12.51,
EELR,Summer,,,BER-S01,Biofilm,Biofilm,acid-fumed,,,"Tray 8b, Tray 13",20.7,0.0385,9.3806,1.0332,1.9219,,10.7561,0.0232,-6.4131,0.1757,,,,,,,,,,"CNS: sample too big, no C data"
EELR,Summer,,,BER-S02,Biofilm,Biofilm,none,,,Trays 14 and 16,9.8,0.0357,9.8286,1.9765,1.2583,-26.0925,16.088,0.0229,-2.4521,0.3459,,,,,,,,,,
EELR,Summer,,,BER-S03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
EELR,,,,GER-F01,POM,POM,none,,,Tray 5,66.566,0.0012,7.2306,0.0125,0.0546,-24.498,0.2026,0.0024,-4.9637,0.0101,,,,,,,,,,
EELR,,,,GER-F01,POM,POM,acid-fumed,,,Tray 8a,67.625,0.0031,4.6163,0.025,0.0968,-31.3798,0.1796,0.0052,-3.0979,0.0121,,,,,,,,,,
EELR,,,,GER-F02,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
EELR,,,,GER-S01,POM,POM,none,,,Tray 5,67.099,0.0014,6.2489,0.015,0.0491,-26.0623,0.1628,,,,,,,,,,,,,"CNS: bad peak shape, no S data"
EELR,,,,GER-S01,POM,POM,acid-fumed,2 CNS reps,,Tray 8a,59.392,0.0029,2.9751,0.0266,0.0928,-31.9629,0.1961,0.0049,4.8444,0.0131,,,,,,,,,,
EELR,,,,GER-S01,POM,POM,acid-fumed,2 CNS reps,,Tray 8a,,0.0037,4.7955,,0.1299,-30.2826,,,,,,,,,,,,,,"CNS: leaky capsule, bad peak shape, no S data"
EELR,Fall,,,LER-F01,Leaf Litter,Leaf Litter,none,2 CNS reps,,"Tray 18, 10, 11",3.042,0.0045,2.967,1.016,0.5084,-27.5108,41.3022,0.0018,-3.1452,0.1614,,"Tray 3, 19, 20",0.372,1537,6.4514,-50.0681,3633,43.8987,24.9925,
EELR,Fall,,,LER-F01,Leaf Litter,Leaf Litter,none,2 CNS reps / HO not found,,"Tray 18, 10, 11",3.179,0.005,2.8923,1.0653,0.625,-27.2811,48.5846,0.0018,-4.2854,0.1528,,,,,,,,,,
EELR,Fall,,,LER-F01,Leaf Litter,Leaf Litter,acid-fumed,no chemistry,,,,,,,,,,,,,,,,,,,,,,
EELR,Fall,,,SER-F,Sediment,Sediment,none,,,Tray 17,46.327,0.0017,3.7806,0.0287,0.2997,-4.4577,1.4682,,,,,"Tray 3, 19, 20",0.378,117,0.4319,283.9592,800,10.3833,19.9028,HO: consider rerunning at 1.5-2mg
EELR,Fall,,,SER-F,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.395,0.0014,5.9428,0.0259,0.1266,-8.9632,2.1456,0.0017,-25.7562,0.0344,,,,,,,,,,CNS: Tray 16
EELR,Summer,,,SER-S,Sediment,Sediment,none,,,Tray 17,48.322,0.0006,-5.1313,0.0087,0.3357,0.3478,1.577,,,,,"Tray 3, 19, 20",0.842,,,,709,3.8449,21.563,HO: consider rerunning at 1.5-2mg
EELR,Summer,,,SER-S,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.227,0.0003,7.7613,0.0063,0.1606,-2.4039,2.7846,0.0009,5.7578,0.0192,,,,,,,,,,CNS: Tray 16
FISH,,,Boxelder Maple,FC Box Elder,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.404,7692,5.9368,-104.997,3846,42.334,23.6907,
FISH,,,Boxelder Maple,FC Boxelder,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.497,0.0111,4.2533,2.1784,0.7623,-28.8648,53.8681,0.0028,-9.5332,0.2251,,,,,,,,,,
FISH,,,Corn Leaf,FC Corn Leaves,Corn,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.633,0.018,2.5491,3.3813,0.0278,-11.6123,1.8892,0.0035,0.1202,0.2686,,"Tray 3, 19, 20",0.414,8379,6.3108,-78.121,4057,43.9255,29.0288,
FISH,,,Grass,FC Grass,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.336,0.0207,6.9641,4.2467,0.6433,-27.9199,47.6571,0.0055,-10.3379,0.4554,,,,,,,,,,
FISH,,,Grass,FC Grasses,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.429,6350,4.6154,-87.4594,3149,32.6743,22.3394,"HO: well empty, filled from extra sample from well B5"
FISH,,,Grass,FC Grasses-1,Riparian Vegetation,Riparian Vegetation,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
FISH,,,Hawthorn,FC Hawthorn,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.545,0.0093,3.7005,1.7924,0.6613,-29.993,46.0994,0.0025,-7.4115,0.1925,,"Tray 3, 19, 20",0.333,7415,6.9432,-117.5935,3253,43.6906,27.4106,"HO: 3 capsules in well, see notes for above sample and RC Soybean"
FISH,,,Hawthorn,FC Hawthorn-1,Riparian Vegetation,Riparian Vegetation,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
FISH,,,Hickory,FC Carya spp.,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.35,6664,5.9369,-98.5901,3298,42.1839,24.1918,
FISH,,,Hickory,FC Carya spp. Unk. 3,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.883,0.0126,4.4457,2.2138,0.0149,-27.3176,0.9473,0.0038,-8.3602,0.2712,,,,,,,,,,
FISH,,,Soybean Leaf,FC Soybean,Soy,Riparian Vegetation,none,,,"Tray 18, 10, 11",4.008,0.0289,0.4274,4.9351,0.6913,-27.257,42.6247,0.0046,3.4504,0.3162,,"Tray 3, 19, 20",0.364,6875,5.8893,-122.6565,3152,38.899,25.7756,
FISH,Summer,Asian Clam,,FC-AC-01,Mussel Tissue,Mussel Tissue,none,,,,,,11.56927627,7.936322601,,-31.42611677,46.33666941,,-11.65,0.5,,Tray 7b,0.443,1118,5.9285,-66.4913,8022,31.9479,14.7885,
FISH,Summer,Asian Clam,,FC-AC-03,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.501,1305,6.0192,-96.3385,8873,31.4406,14.8257,
FISH,Summer,Asian Clam,,FC-AC-06,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.403,1085,6.2512,-87.3497,6427,27.7995,13.9215,
FISH,Summer,Asian Clam,,FC-AC-09,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.51,1336,6.0338,-87.2294,8943,30.8537,13.9389,
FISH,Fall,Asian Clam,,FCAC-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.928,0,11.5464,0,0.2932,-31.2363,41.7433,0.0036,-9.5548,0.6232,,,,,5.93,-66.49,0.293,31.95,14.79,
FISH,Fall,Asian Clam,,FCAC-03,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.005,0.0101,11.3212,6.6643,0.2935,-30.7667,38.5834,0.0037,-9.8185,0.5832,,,,,6.02,-96.34,0.293,31.44,14.83,
FISH,Fall,Asian Clam,,FCAC-06,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.935,0.0095,11.5812,6.7168,0.3066,-31.1549,43.3186,0.0033,-9.6749,0.5667,,,,,6.25,-87.35,0.307,27.8,13.92,
FISH,Fall,Asian Clam,,FCAC-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.926,0.0091,11.2637,6.5467,0.2666,-30.7675,38.0448,0.0032,-9.6617,0.5469,,,,,6.03,-87.23,0.267,30.85,13.94,
FISH,Summer,Asian Clam,,FC-AC-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,11.6626,7.9211,,-31.4173,45.8857,,-11.44,0.51,,,,,6.3,-105.43,4338,32.16,16.48,
FISH,Summer,Fatmucket,,FC-FM-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.1656,5.0759,,-31.6308,35.1899,,-10.23,0.89,,,,,5.3,-91.44,3948,31.45,15.03,
FISH,Summer,Fatmucket,,FC-FM-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.3349,6.6351,,-31.4408,35.8055,,-9.56,0.83,,,,,5.18,-94.69,3852,29.92,13.5,
FISH,Summer,Fatmucket,,FC-FM-08,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.0655,7.1077,,-30.9913,33.4387,,-9.93,0.87,,,,,4.53,-94.53,3999,28.67,13.86,
FISH,Summer,Fatmucket,,FC-FM-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.0725,7.4303,,-31.1392,36.4127,,-10.32,0.91,,,,,5.67,-91.44,3976,32.12,14.36,
FISH,Summer,Fatmucket,,FC-FM-01,Mussel Tissue,Mussel Tissue,none,,,,,,11.77199848,8.817541836,,-31.18228279,40.25919417,,-10.23,0.8,,Tray 7b,0.435,1157,6.1931,-97.6624,6433,25.8886,11.9076,
FISH,Summer,Fatmucket,,FC-FM-02,Mussel Tissue,Mussel Tissue,none,,,,,,11.8841835,9.612682964,,-31.0177443,39.7833767,,-10.32,1.06,,Tray 7b,0.468,1220,6.0494,-94.9068,7003,26.1455,11.9147,
FISH,Summer,Fatmucket,,FC-FM-04,Mussel Tissue,Mussel Tissue,none,,,,,,11.93927435,7.347505034,,-31.03537342,36.10196295,,-10.25,0.93,,Tray 7b,0.384,1017,6.1615,-99.0135,5615,25.4478,11.4484,
FISH,Summer,Fatmucket,,FC-FM-05,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.463,1199,5.9992,-82.6649,6587,24.7998,8.3919,
FISH,Summer,Fatmucket,,FC-FM-09,Mussel Tissue,Mussel Tissue,none,,,,,,12.08150893,7.39346083,,-31.12841602,35.98947193,,-10.22,0.7,,Tray 7b,0.445,1100,5.789,-78.0806,6905,27.7496,11.6633,
FISH,Fall,Fatmucket,,FCFM-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.138,0.01,11.9991,5.8436,0.2838,-31.5831,32.954,0.0034,-7.6982,0.4727,,,,,6.19,-97.66,0.284,25.89,11.91,
FISH,Fall,Fatmucket,,FCFM-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.23,0.0127,12.0134,6.8497,0.2755,-30.4665,29.594,0.004,-8.6933,0.5166,,,,,6.05,-94.91,0.276,26.15,11.91,
FISH,Fall,Fatmucket,,FCFM-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.943,0.0109,11.9466,7.6955,0.2458,-30.4092,34.4429,0.0035,-9.0369,0.5901,,,,,6.16,-99.01,0.246,25.45,11.45,
FISH,Fall,Fatmucket,,FCFM-05,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.914,0.0184,12.9593,13.3591,0.3005,-30.1977,43.4405,0.0045,-9.7705,0.7872,,,,,6,-82.66,0.301,24.8,8.39,
FISH,Fall,Fatmucket,,FCFM-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.929,0.0081,12.0609,5.8071,0.2049,-30.4146,29.1398,0.0026,-8.7275,0.4524,,,,,5.79,-78.08,0.205,27.75,11.66,
FISH,Summer,Plain Pocketbook,,FC-PP-01 1/2,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.5136,8.7502,,-29.3168,30.4601,,-9.74,0.6,,,,,5.54,-87.22,3107,30.05,8.91,
FISH,Summer,Plain Pocketbook,,FC-PP-01,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.493,1129,5.3414,-112.5395,8613,31.1455,21.0231,
FISH,Summer,Plain Pocketbook,,FC-PP-02,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 7b,0.466,1113,5.5424,-97.9961,6817,26.2668,10.6287,
FISH,Fall,Plain Pocketbook,,FCPP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.047,0.0092,12.0606,5.8522,0.2072,-29.9451,26.1454,0.0036,-7.466,0.5544,,,,,5.34,-112.54,0.207,31.15,21.02,
FISH,Fall,Plain Pocketbook,,FCPP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.94,0.0098,12.4177,6.8927,0.2149,-29.7692,30.2042,0.0037,-8.5561,0.625,,,,,5.54,-98,0.215,26.27,10.63,
FISH,Summer,Wabash Pigtoe,,FC-WP-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.4472,7.0974,,-29.9782,29.1743,,-10.52,0.74,,,,,5.1,-96.39,,,,
FISH,Summer,Wabash Pigtoe,,FC-WP-04,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.7893,9.4468,,-30.3047,40.0088,,-10.62,0.6,,,,,5.73,-92.54,,,,
FISH,Summer,Wabash Pigtoe,,FC-WP-01,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.6137,11.0056,,-30.2449,44.0353,,,,,,,,5.58,-79.68,,,,
FISH,Summer,Wabash Pigtoe,,FC-WP-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.3227,6.2776,,-29.9753,28.8569,,-10.15,0.52,,,,,4.52,-95.77,3107,27.11,11.8,
FISH,Summer,Wabash Pigtoe,,FC-WP-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.3619,6.4285,,-30.2057,32.2878,,-10.46,0.48,,,,,4.49,-98.76,3791,26.71,11.28,
FISH,Summer,Wabash Pigtoe,,FC-WP-05,Mussel Tissue,Mussel Tissue,none,,,,,,12.03078937,8.198652468,,-30.37329107,39.21051267,,-10.64,0.51,,Tray 7b,0.49,770,3.7043,-76.7319,6847,25.0623,9.2392,
FISH,Summer,Wabash Pigtoe,,FC-WP-06,Mussel Tissue,Mussel Tissue,none,,,,,,12.38294393,5.60047811,,-29.65768328,25.27467211,,-10.26,0.68,,Tray 7b,0.41,1012,5.7945,-93.1177,6613,28.7716,11.069,
FISH,Summer,Wabash Pigtoe,,FC-WP-07,Mussel Tissue,Mussel Tissue,none,,,,,,12.06891436,8.687999748,,-30.76344435,42.83797705,,-9.93,0.52,,Tray 7b,0.48,1298,6.2928,-96.0705,7527,28.0631,13.501,
FISH,Summer,Wabash Pigtoe,,FC-WP-08,Mussel Tissue,Mussel Tissue,none,,,,,,12.44113471,10.82133678,,-30.22036666,44.49656685,,-10.61,0.68,,Tray 7b,0.498,1069,5.0169,-88.0433,7447,26.7386,10.2304,
FISH,Summer,Wabash Pigtoe,,FC-WP-09,Mussel Tissue,Mussel Tissue,none,,,,,,12.63677613,7.03531101,,-29.95765038,29.56364372,,-10.32,0.56,,Tray 7b,0.419,622,3.517,-86.3336,5487,23.4421,9.1444,
FISH,Fall,Wabash Pigtoe,,FCWP-05,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.14,0.0048,12.0804,2.7983,0.144,-29.0497,16.6923,0.0034,-8.5398,0.4784,,,,,3.7,-76.73,0.144,25.06,9.24,
