Site ID,Season,Mussel Species,Plant Species,Sample ID,Material_Ag,Material,Treatment,Flag,CNS Run,CNS Tray,Weight (mg),N2 Area,δ15N At. Air,%N,CO2 Area,δ13C VPDB,%C,SO2 Area,δ34S VCDT,%S,HO Run,HO Tray,weight (mg),H2 Amp,%H,δ2H vs. VSMOW,CO Amp,%O,δ18O vs. VSMOW,Notes
MISS,Summer,Plain Pocketbook,,MR-PP-03,Mussel Tissue,Mussel Tissue,none,,,,,,12.4781631,9.517104402,,-29.09910791,40.33648721,,-7.81,1.12,,Tray 6b and 7a,0.481,1352,5.8439,-124.1756,8886,29.9104,15.5497,
MISS,Summer,Plain Pocketbook,,MR-PP-04,Mussel Tissue,Mussel Tissue,none,,,,,,12.40704581,10.38324685,,-29.28029613,40.96460535,,-8.23,1.16,,Tray 6b and 7a,0.42,1197,5.9278,-102.6983,7344,27.9972,9.6061,
MISS,Summer,Plain Pocketbook,,MR-PP-08,Mussel Tissue,Mussel Tissue,none,,,,,,12.16564769,9.764296451,,-29.09225213,41.65772383,,-6.3,5.64,,Tray 6b and 7a,0.489,1091,4.6712,-97.5901,8024,26.4884,7.3044,
MISS,Summer,Plain Pocketbook,,MR-PP-10,Mussel Tissue,Mussel Tissue,none,,,,,,12.65144889,12.16432205,,-28.75925756,43.07168655,,-8.06,1.28,,Tray 6b and 7a,0.471,1277,5.6446,-113.6427,7942,27.082,9.3689,
MISS,Fall,Plain Pocketbook,,MRPP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.969,0.0147,11.9275,8.3215,0.2636,-28.7357,35.2396,0.0045,-7.3089,0.7093,,,,,5.22,-104.81,0.264,26.92,9.81,
MISS,Fall,Plain Pocketbook,,MRPP-03,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.962,0.0104,11.8401,5.9447,0.2244,-28.481,30.2155,0.0035,-7.1871,0.5564,,,,,5.84,-124.18,0.224,29.91,15.55,
MISS,Fall,Plain Pocketbook,,MRPP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.178,0.0133,12.6443,6.1737,0.2499,-28.2129,27.4783,0.0042,-7.1915,0.549,,,,,5.93,-102.7,0.25,28,9.61,
MISS,Fall,Plain Pocketbook,,MRPP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.066,0.0095,12.2878,4.897,0.1881,-28.206,22.86,0.0036,-7.1528,0.5126,,,,,4.67,-97.59,0.188,26.49,7.3,
MISS,Fall,Plain Pocketbook,,MRPP-10,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.058,0.0122,12.4379,6.2895,0.235,-28.2592,28.7716,0.0042,-7.2004,0.6026,,,,,5.64,-113.64,0.235,27.08,9.37,
MISS,Summer,Wabash Pigtoe,,MR-WP-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.5836,11.0377,,-28.8999,41.6227,,-7.84,5.44,,,,,5.47,-115.52,4082,29.87,11.73,
MISS,Summer,Wabash Pigtoe,,MR-WP-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.2666,7.0941,,-29.7871,38.6354,,-8.28,6,,,,,5.73,-109.15,4715,32.02,15.02,
MISS,Summer,Wabash Pigtoe,,MR-WP-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.1542,10.8217,,-29.3881,44.5113,,-8.59,5.93,,,,,5.54,-111.62,4248,29.59,13.23,
MISS,Summer,Wabash Pigtoe,,MR-WP-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.082,7.8599,,-29.8283,45.1975,,-8.09,6.48,,,,,5.63,-102.33,3620,31.28,13.66,
MISS,Summer,Wabash Pigtoe,,MR-WP-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,12.4221,9.0812,,-29.4901,44.019,,-8.34,5.08,,,,,6,-108.85,4700,34.34,16.07,
MISS,Summer,Wabash Pigtoe,,MR-WP-01,Mussel Tissue,Mussel Tissue,none,,,,,,12.10804265,9.523860723,,-29.38810501,42.16344087,,-8.31,5.52,,Tray 6b and 7a,3.51,1049,0.621,-108.0942,5687,2.5943,11.379,
MISS,Summer,Wabash Pigtoe,,MR-WP-02,Mussel Tissue,Mussel Tissue,none,,,,,,12.51236825,11.63398991,,-29.33614992,45.52256814,,-8.56,5.06,,Tray 6b and 7a,0.391,1092,5.818,-110.5519,6961,28.7991,12.5936,
MISS,Summer,Wabash Pigtoe,,MR-WP-03,Mussel Tissue,Mussel Tissue,none,,,,,,11.83113479,6.54096434,,-29.44496152,34.01676449,,-8.13,4.9,,Tray 6b and 7a,0.407,1228,6.255,-115.4471,6792,26.8263,12.6379,
MISS,Summer,Wabash Pigtoe,,MR-WP-04,Mussel Tissue,Mussel Tissue,none,,,,,,12.69797678,11.66245962,,-29.15773812,44.08804509,,-8.32,4.83,,Tray 6b and 7a,0.468,1404,6.2047,-113.3405,7429,25.5051,11.4695,
MISS,Summer,Wabash Pigtoe,,MR-WP-08,Mussel Tissue,Mussel Tissue,none,,,,,,11.46493418,7.448818014,,-29.56455624,40.48857247,,-8.36,4.49,,Tray 6b and 7a,0.484,1464,6.2409,-112.2844,7960,26.4357,11.6568,
MISS,Fall,Wabash Pigtoe,,MRWP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.018,0.0103,12.2942,5.5168,0.2255,-28.1563,28.6973,0.0039,-7.324,0.5806,,,,,0.62,-108.09,0.226,2.59,11.38,
MISS,Fall,Wabash Pigtoe,,MRWP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.092,0.0124,11.8394,6.215,0.2759,-28.709,32.7291,0.0044,-7.4857,0.6124,,,,,5.82,-110.55,0.276,28.8,12.59,
MISS,Fall,Wabash Pigtoe,,MRWP-03,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.119,0.0124,12.3642,6.0726,0.2375,-28.3128,27.4946,0.0057,-6.9984,0.7793,,,,,6.25,-115.45,0.238,26.83,12.64,
MISS,Fall,Wabash Pigtoe,,MRWP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.948,0.0125,12.0309,7.2076,0.2449,-28.3957,33.4581,0.0051,-7.0516,0.8313,,,,,6.2,-113.34,0.245,25.51,11.47,
MISS,Fall,Wabash Pigtoe,,MRWP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.035,0.0134,11.9568,7.0875,0.2623,-28.1164,32.8267,0.0053,-7.271,0.7919,,,,,6.24,-112.28,0.262,26.44,11.66,
MISS,Summer,,,BMR-S01,Biofilm,Biofilm,acid-fumed,2 CNS reps,,"Tray 8b, Tray 13",11,0.023,9.0062,1.1619,1.2289,-21.704,12.9428,0.0049,-2.4104,0.0692,,,,,,,,,,
MISS,Summer,,,BMR-S01,Biofilm,Biofilm,acid-fumed,2 CNS reps,,"Tray 8b, Tray 13",12.2,0.0254,8.1985,1.1576,0.947,-24.0441,8.9922,0.0052,-1.2726,0.0662,,,,,,,,,,
MISS,Summer,,,BMR-S02,Biofilm,Biofilm,none,,,Trays 14 and 16,3.2,0.0197,8.6472,3.3485,0.7755,-24.0348,30.3661,0.0078,-2.636,0.3603,,,,,,,,,,
MISS,Summer,,,BMR-S03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MISS,Summer,,,BMR-S04,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MISS,,,,GMR-F01,POM,POM,none,,,Tray 5,74.598,0.0065,7.8978,0.0626,0.1902,-22.8458,0.567,0.0079,-3.7969,0.0299,,,,,,,,,,
MISS,,,,GMR-F01,POM,POM,acid-fumed,,,"Tray 8b, Tray 13",68.219,0.0076,7.3375,0.0618,0.2662,-28.1495,0.452,0.0098,-3.7704,0.0225,,,,,,,,,,
MISS,,,,GMR-F02,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MISS,,,,GMR-S01,POM,POM,none,,,Tray 5,69.638,0.0021,7.2617,0.0214,0.0575,-25.0136,0.1838,,,,,,,,,,,,,"CNS: bad peak shape, no S data"
MISS,,,,GMR-S01,POM,POM,acid-fumed,,,Tray 8a,60.992,0.0036,7.0239,0.0321,0.1069,-29.6974,0.2199,0.0036,-0.4156,0.0093,,,,,,,,,,
MISS,,,,GMR-S02,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MISS,Fall,,,LMR-F01,Leaf Litter,Leaf Litter,none,2 CNS reps,,"Tray 18, 10, 11",3.192,0.0055,5.5914,1.184,0.5902,-28.5864,45.6944,0.0031,-7.8476,0.2722,,"Tray 3, 19, 20",0.358,6781,30.5853,-85.2664,3542,43.718,22.4199,
MISS,Fall,,,LMR-F01,Leaf Litter,Leaf Litter,none,2 CNS reps / HO not found,,"Tray 18, 10, 11",3.099,0.0056,5.6836,1.2265,0.5995,-28.6595,47.808,0.0032,-9.3905,0.2841,,,,,,,,,,
MISS,Fall,,,LMR-F01,Leaf Litter,Leaf Litter,acid-fumed,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MISS,Summer,,,LMR-S01,Leaf Litter,Leaf Litter,none,2 CNS reps,,"Tray 18, 10, 11",3.06,0.0077,3.7645,1.7273,0.5096,-28.6342,41.1574,0.0041,-11.4352,0.3706,,"Tray 3, 19, 20",0.403,1355,5.2221,-47.5121,3198,37.8165,23.3474,
MISS,Summer,,,LMR-S01,Leaf Litter,Leaf Litter,none,2 CNS reps / HO not found,,"Tray 18, 10, 11",2.93,0.008,3.9677,1.8771,0.4636,-28.4162,39.1036,0.0039,-11.9175,0.3711,,,,,,,,,,
MISS,Summer,,,LMR-S01,Leaf Litter,Leaf Litter,acid-fumed,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MISS,Fall,,,SMR-F,Sediment,Sediment,none,,,Tray 17,47.006,0.0044,4.6376,0.0716,0.8559,-4.1256,4.1331,,,,,"Tray 3, 19, 20",0.561,68,0.1625,648.9533,1908,16.208,25.8679,HO: consider rerunning at 1.5-2mg
MISS,Fall,,,SMR-F,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.416,0.0015,4.6871,0.0276,0.2079,-5.2673,3.5133,0.0013,-4.9857,0.0265,,,,,,,,,,CNS: Tray 16
MISS,Summer,,,SMR-S,Sediment,Sediment,none,,,Tray 17,45.873,0.0012,-0.395,0.0197,0.4381,-1.3524,2.1679,,,,,"Tray 3, 19, 20",0.603,,,,563,4.3553,26.2624,HO: consider rerunning at 1.5-2mg
MISS,Summer,,,SMR-S,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.269,0.0015,8.1604,0.0284,0.1495,-5.0717,2.5773,0.0027,-3.8327,0.0549,,,,,,,,,,CNS: Tray 16
MUDC,,,Corn Leaf,MC Corn,Corn,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.891,0.0182,4.7232,3.2402,0.8287,-12.7609,45.5187,0.0032,1.7223,0.2661,,"Tray 3, 19, 20",0.41,1717,5.9014,-72.7057,3741,38.617,25.4599,
MUDC,,,Forb,MC Forbes,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.142,0.0097,4.55,2.1309,0.5993,-27.2154,40.77,0.0032,0.7569,0.3318,,"Tray 3, 19, 20",0.412,1721,5.8825,-87.7962,3935,40.1941,20.5193,
MUDC,,,Grass,MC Grasses,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.312,0.0202,5.9324,4.2192,0.7452,-27.196,48.0899,0.0047,-0.8985,0.4665,,"Tray 3, 19, 20",0.446,8990,6.2852,-122.9152,3994,40.9876,28.4547,
MUDC,,,Soybean Leaf,MC Soybean,Soy,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.931,0.0325,-0.7931,5.712,0.9204,-27.0095,50.0457,0.0032,3.1281,0.2685,,"Tray 3, 19, 20",0.42,8612,6.3936,-122.3726,3628,38.7183,25.4071,
MUDC,Summer,Asian Clam,,MC-AC-01,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.476,1624,7.0848,-108.7374,8654,28.9618,12.2253,
MUDC,Summer,Asian Clam,,MC-AC-05,Mussel Tissue,Mussel Tissue,none,,,,,,,,,,,,,,,Tray 6b and 7a,0.388,1097,5.9487,-98.8405,6668,27.4166,13.1215,
MUDC,Fall,Asian Clam,,MCAC-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.016,0.0157,10.0915,8.4489,0.3149,-27.8402,40.1414,0.0044,-5.4478,0.6602,,,,,7.08,-108.74,0.315,28.96,12.23,
MUDC,Fall,Asian Clam,,MCAC-05,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.258,0.0186,10.4143,8.0866,0.3424,-26.6867,35.2502,0.0055,-4.4942,0.6721,,,,,5.95,-98.84,0.342,27.42,13.12,
MUDC,Fall,Asian Clam,,MCAC-08,Mussel Tissue,Mussel Tissue,none,,,Tray 2,0.5,0.0096,9.2747,10.5044,0.1985,-27.4413,51.4314,0.0026,-4.4384,0.804,,,,,,,0.199,,,
MUDC,Summer,Asian Clam,,MC-AC-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.4909,11.4961,,-26.7119,47.1639,,-5.66,0.63,,,,,6.29,-104.02,,,,
MUDC,Summer,Asian Clam,,MC-AC-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,6.609,9.7409,,-28.6225,45.8289,,-5.99,0.58,,,,,7.1,-107.78,,,,
MUDC,Summer,Fatmucket,,MC-FM-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.5804,8.7798,,-27.2539,39.5597,,-5.96,0.82,,,,,4.76,-95.29,4320,26.71,16.46,
MUDC,Summer,Fatmucket,,MC-FM-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.4161,5.1139,,-26.3881,23.876,,-5.3,0.75,,,,,4.5,-103.32,3527,27.72,12.61,
MUDC,Summer,Fatmucket,,MC-FM-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.1677,7.5335,,-28.5183,38.422,,-5.5,0.84,,,,,5.64,-93.44,4733,33.98,17.36,
MUDC,Summer,Fatmucket,,MC-FM-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,7.8736,6.6064,,-29.4948,39.6843,,-5.5,0.82,,,,,6.13,-103.61,4078,34.57,17.21,
MUDC,Summer,Fatmucket,,MC-FM-08,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.4932,8.5162,,-28.9424,41.4375,,-6.35,0.89,,,,,5.87,-94.55,4142,32.58,15.84,
MUDC,Summer,Fatmucket,,MC-FM-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.1357,4.8315,,-31.7562,40.5827,,-6.79,0.62,,,,,6.24,-89.97,4669,35.79,20.36,
MUDC,Summer,Fatmucket,,MC-FM-01,Mussel Tissue,Mussel Tissue,none,,,,,,9.483223782,7.89858375,,-29.17256259,38.72730476,,-5.97,1.04,,Tray 6b and 7a,0.408,1193,6.1197,-101.5241,7446,29.0341,12.2106,
MUDC,Summer,Fatmucket,,MC-FM-02,Mussel Tissue,Mussel Tissue,none,,,,,,14.38731171,5.872394231,,-28.12069149,24.45914947,,-5.13,0.67,,Tray 6b and 7a,0.406,1155,5.9641,-99.4103,8192,32.0506,13.8524,
MUDC,Summer,Fatmucket,,MC-FM-03,Mussel Tissue,Mussel Tissue,none,,,,,,10.40474357,10.25871121,,-32.05688325,40.21983289,,-5.98,0.86,,Tray 6b and 7a,0.36,1063,6.2202,-111.9563,6399,28.0696,12.6536,
MUDC,Summer,Fatmucket,,MC-FM-04,Mussel Tissue,Mussel Tissue,none,,,,,,8.048858196,7.708906305,,-28.65837979,41.60912574,,-5.65,0.84,,Tray 6b and 7a,0.368,983,5.6377,-95.9699,7503,32.5694,13.4934,
MUDC,Fall,Fatmucket,,MCFM-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.243,0.0107,10.4525,5.6923,0.305,-30.1633,32.4224,0.0042,-3.3042,0.5396,,,,,6.12,-101.52,0.305,29.03,12.21,
MUDC,Fall,Fatmucket,,MCFM-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.99,0.0099,9.9954,6.6535,0.2706,-27.8237,36.1077,0.0034,-2.968,0.545,,,,,5.96,-99.41,0.271,32.05,13.85,
MUDC,Fall,Fatmucket,,MCFM-03,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.94,0.0104,10.3246,7.3778,0.2505,-30.2991,35.2124,0.0036,-2.9857,0.6073,,,,,6.22,-111.96,0.251,28.07,12.65,
MUDC,Fall,Fatmucket,,MCFM-04,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.933,0.0104,9.6386,7.3702,0.2392,-27.9684,33.8765,0.0035,-2.9845,0.5948,,,,,5.64,-95.97,0.239,32.57,13.49,
MUDC,Summer,Plain Pocketbook,,MC-PP-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.4741,6.8149,,-28.7186,36.6059,,-4.8,0.44,,,,,5.39,-89.94,,,,
MUDC,Summer,Plain Pocketbook,,MC-PP-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.2537,8.6723,,-28.4764,39.271,,-5.01,0.51,,,,,5.24,-90.82,,,,
MUDC,Summer,Plain Pocketbook,,MC-PP-07,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.9948,7.4328,,-28.6794,37.6418,,-5.01,0.48,,,,,5.88,-90.91,,,,
MUDC,Summer,Plain Pocketbook,,MC-PP-10,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.8684,7.1281,,-28.7793,38.7606,,,,,,,,5.38,-113.33,,,,
MUDC,Summer,Plain Pocketbook,,MC-PP-04,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.0169,8.8236,,-29.0617,41.2506,,-5.07,0.51,,,,,5.74,-96.37,,,,
MUDC,Summer,Plain Pocketbook,,MC-PP-01,Mussel Tissue,Mussel Tissue,none,,,,,,10.4465955,9.799477847,,-27.32264528,40.06663718,,-6.23,0.62,,Tray 6b and 7a,0.39,883,4.7768,-88.3594,7070,29.0123,12.4302,
MUDC,Summer,Plain Pocketbook,,MC-PP-02,Mussel Tissue,Mussel Tissue,none,,,,,,9.743289674,8.335719977,,-27.33244813,37.25264442,,-5.09,0.47,,Tray 6b and 7a,0.504,1363,5.6468,-94.0388,10000,31.9569,11.6854,
MUDC,Summer,Plain Pocketbook,,MC-PP-03,Mussel Tissue,Mussel Tissue,none,,,,,,10.71246718,6.940181041,,-28.77738768,37.58672334,,-5.87,0.5,,Tray 6b and 7a,0.353,945,5.6362,-87.4184,7020,31.7559,11.702,
MUDC,Summer,Plain Pocketbook,,MC-PP-08,Mussel Tissue,Mussel Tissue,none,,,,,,9.374079196,8.828730023,,-28.84404703,42.11592417,,-4.68,0.44,,Tray 6b and 7a,0.459,1435,6.4968,-94.5899,8849,30.7705,11.8516,
MUDC,Summer,Plain Pocketbook,,MC-PP-09,Mussel Tissue,Mussel Tissue,none,,,,,,9.47541142,8.545347799,,-27.29323674,36.84659619,,-4.86,0.59,,Tray 6b and 7a,0.42,1328,6.5721,-100.1024,8219,31.1972,12.4468,
MUDC,Fall,Plain Pocketbook,,MCPP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.182,0.0161,10.1941,9.0395,0.3266,-26.6066,36.5085,0.0049,-3.9627,0.6642,,,,,4.78,-88.36,0.327,29.01,12.43,
MUDC,Fall,Plain Pocketbook,,MCPP-02,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.996,0.0128,9.8587,8.5217,0.2697,-27.7026,35.7734,0.0042,-3.4141,0.6698,,,,,5.65,-94.04,0.27,31.96,11.69,
MUDC,Fall,Plain Pocketbook,,MCPP-03,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,0.978,0.0108,9.7141,7.3425,0.2257,-26.8655,30.4861,0.0038,-3.3953,0.6164,,,,,5.64,-87.42,0.226,31.76,11.7,
MUDC,Fall,Plain Pocketbook,,MCPP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.08,0.0094,9.8301,5.7586,0.293,-27.328,35.848,0.004,-2.2,0.5956,,,,,6.5,-94.59,0.293,30.77,11.85,
MUDC,Fall,Plain Pocketbook,,MCPP-09,Mussel Tissue,Mussel Tissue,none,,,Tray 1b,1.192,0.0133,9.1297,7.4097,0.3504,-28.4834,38.8346,0.0046,-2.4448,0.6168,,,,,6.57,-100.1,0.35,31.2,12.45,
MUDC,Summer,Wabash Pigtoe,,MC WP-09,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.2959,6.5622,,-27.1583,35.41,,-4.76,0.46,,,,,5.58,-90.61,3081,30.74,17.97,
MUDC,Summer,Wabash Pigtoe,,MC WP-03,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.2047,8.7285,,-27.3916,40.2621,,-5.65,0.41,,,,,5.73,-95.28,3288,30.33,19.1,
MUDC,Summer,Wabash Pigtoe,,MC WP-02,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.5857,7.7689,,-26.8838,38.4993,,-4.96,0.48,,,,,6.15,-98.6,2536,26.29,16.65,
MUDC,Summer,Wabash Pigtoe,,MC WP-06,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,9.8905,8.7065,,-28.2111,40.5376,,-5.48,0.33,,,,,5.36,-92.17,2953,28.46,18,
MUDC,Summer,Wabash Pigtoe,,MC WP-05,Mussel Tissue,Mussel Tissue,none,from FA CSV,,,,,8.1769,6.291,,-27.5867,36.0768,,-5.01,0.45,,,,,5.93,-102.24,3066,33.04,16.93,
MUDC,Summer,Wabash Pigtoe,,MC-WP-01,Mussel Tissue,Mussel Tissue,none,,,,,,9.902539105,8.554033509,,-27.41022086,40.7532542,,-4.86,0.54,,Tray 6b and 7a,0.447,1151,5.4073,-60.6789,9502,34.2085,12.1146,
MUDC,Summer,Wabash Pigtoe,,MC-WP-04,Mussel Tissue,Mussel Tissue,none,,,,,,8.281185129,6.303751721,,-27.38081409,34.6738661,,-5.3,0.45,,Tray 6b and 7a,0.44,1334,6.3336,-87.8299,9462,34.3001,13.9253,
MUDC,Summer,Wabash Pigtoe,,MC-WP-07,Mussel Tissue,Mussel Tissue,none,,,,,,9.111414623,8.04319375,,-28.03560479,38.55638718,,-5.37,0.36,,Tray 6b and 7a,0.479,1369,5.9472,-90.135,9295,31.0594,11.3966,
MUDC,Summer,Wabash Pigtoe,,MC-WP-08,Mussel Tissue,Mussel Tissue,none,,,,,,9.208675808,7.081377068,,-27.1435995,38.58562418,,-5.03,0.56,,Tray 6b and 7a,0.523,1546,6.1487,-93.3381,9803,30.081,10.7708,
MUDC,Summer,Wabash Pigtoe,,MC-WP-10,Mussel Tissue,Mussel Tissue,none,,,,,,9.456340887,6.278923705,,-28.097359,45.78934162,,-5.15,0.59,,Tray 6b and 7a,0.406,999,5.204,-92.7927,7077,28.0823,10.266,
MUDC,Fall,Wabash Pigtoe,,MCWP-01,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.045,0.0122,10.6384,6.3937,0.2911,-26.4823,36.0856,0.0044,-3.3058,0.6449,,,,,5.41,-60.68,0.291,34.21,12.11,
MUDC,Fall,Wabash Pigtoe,,MCWP-04,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.047,0.0081,10.3595,4.2336,0.2753,-26.9383,34.0565,0.0032,-3.1542,0.4711,,,,,6.33,-87.83,0.275,34.3,13.93,
MUDC,Fall,Wabash Pigtoe,,MCWP-07,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.092,0.0104,9.3899,5.1961,0.28,-27.1559,33.2085,0.0039,-3.6175,0.5442,,,,,5.95,-90.14,0.28,31.06,11.4,
MUDC,Fall,Wabash Pigtoe,,MCWP-08,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.044,0.0126,9.5798,6.5852,0.2882,-28.1799,35.7579,0.0034,-3.1676,0.5052,,,,,6.15,-93.34,0.288,30.08,10.77,
MUDC,Fall,Wabash Pigtoe,,MCWP-10,Mussel Tissue,Mussel Tissue,none,,,Tray 2,1.118,0.0095,9.8539,4.6628,0.2843,-26.4216,32.9382,0.0035,-3.1501,0.4819,,,,,5.2,-92.79,0.284,28.08,10.27,
MUDC,Summer,,,BMC-S01,Biofilm,Biofilm,acid-fumed,,,"Tray 8b, Tray 13",24.1,0.0309,2.418,0.712,,,,0.0158,-2.895,0.1028,,,,,,,,,,"CNS: sample too big, no C data"
MUDC,Summer,,,BMC-S02,Biofilm,Biofilm,none,,,Trays 14 and 16,4.8,0.0183,2.0891,2.0659,0.6883,-25.5852,17.9667,0.0076,-2.523,0.2339,,,,,,,,,,
MUDC,Summer,,,BMC-S03,Biofilm,Biofilm,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MUDC,,,,GMC-F01,POM,POM,none,2 CNS reps,,Tray 5,65.734,0.0018,6.0913,0.0187,0.0434,-25.2472,0.1632,0.0024,-0.748,0.01,,,,,,,,,,
MUDC,,,,GMC-F01,POM,POM,none,2 CNS reps,,Tray 5,69.638,0.0028,6.0927,0.0289,0.1209,-23.2533,0.386,0.0042,4.3669,0.0173,,,,,,,,,,
MUDC,,,,GMC-F01,POM,POM,acid-fumed,,,Tray 8a,70.415,0.0043,1.6491,0.0338,0.1705,-31.8301,0.3038,,,,,,,,,,,,,"CNS: bad peak shape, no S data"
MUDC,,,,GMC-F03,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MUDC,,,,GMC-S01,POM,POM,acid-fumed,,,Tray 8a,64.338,0.0033,5.2509,0.0282,0.1005,-30.1618,0.196,0.0034,3.3062,0.0083,,,,,,,,,,
MUDC,,,,GMC-S03,POM,POM,none,no chemistry,,,,,,,,,,,,,,,,,,,,,,
MUDC,Fall,,,SMC-F,Sediment,Sediment,none,,,Tray 17,47.753,0.0049,4.0449,0.0778,0.3528,-13.385,1.6768,,,,,"Tray 3, 19, 20",0.488,352,1.2062,88.6163,405,3.9011,13.7572,HO: consider rerunning at 1.5-2mg
MUDC,Fall,,,SMC-F,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.13,0.0022,3.6305,0.042,0.1367,-10.8438,2.4017,0.0014,-5.5474,0.028,,,,,,,,,,CNS: Tray 16
MUDC,Summer,,,SMC-S,Sediment,Sediment,none,,,Tray 17,46.669,0.0037,4.2752,0.0613,0.3259,-8.7804,1.5851,,,,,"Tray 3, 19, 20",0.54,408,1.2843,81.2636,559,4.8314,13.6649,HO: consider rerunning at 1.5-2mg
MUDC,Summer,,,SMC-S,Sediment,Sediment,acid-fumed,,,Trays 14 and 16,7.182,0.0016,3.755,0.0299,0.1115,-9.7257,1.9445,0.0021,-1.8244,0.0441,,,,,,,,,,CNS: Tray 16
RICH,,,Boxelder Maple,RC Boxelder Maple,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",3.429,0.0112,1.0434,2.2369,0.7158,-27.7004,51.5875,0.0052,4.4977,0.4164,,"Tray 3, 19, 20",0.403,7835,6.0621,-93.7106,3838,42.4726,24.206,
RICH,,,Catalpa,RC Caltape,Riparian Vegetation,Riparian Vegetation,none,,,"Tray 18, 10, 11",4.2,0.0132,2.0691,2.1515,0.8609,-31.3162,50.6537,0.0021,5.2819,0.1413,,,,,,,,,,
RICH,,,Catalpa,RC Catalpe,Riparian Vegetation,Riparian Vegetation,none,,,,,,,,,,,,,,,"Tray 3, 19, 20",0.364,7128,6.106,-74.6105,3700,45.1024,22.6474,
